raspPI_filestart,spp,trialdate,hatchdate,dph,staff,contaminant,treattemp,nomconc,concname,rep,trialIID,accstart,trialstart,trailend,tunneltemp,tlmm,massg,burst,startside,burstTo,stalledAt,burstQual,stimQual,nFalseStart,Notes
WSContam_005ngR5_T28,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,5,T28,11:57,12:02,12:19,18.2,69.78,1.4613,5,L,5,14,okay,good,0,
WSContam_005ngR5_T28,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,5,T28,11:57,12:02,12:19,18.2,69.78,1.4613,6,R,0,15,poor,good,0,"not responsive to stimulus, swimming up"
WSContam_005ngR5_T28,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,5,T28,11:57,12:02,12:19,18.2,69.78,1.4613,7,L,5,13,okay,good,1,swimming upsidedown
WSContam_005ngR5_T28,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,5,T28,11:57,12:02,12:19,18.2,69.78,1.4613,8,R,4,16,okay,good,0,
WSContam_005ngR5_T28,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,5,T28,11:57,12:02,12:19,18.2,69.78,1.4613,9,L,0,8,poor,good,0,penciling
WSContam_005ngR5_T28,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,5,T28,11:57,12:02,12:19,18.2,69.78,1.4613,10,L,0,10,poor,good,0,penciling
WSContam_005ngR5_T28,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,5,T28,11:57,12:02,12:19,18.2,69.78,1.4613,11,R,5,17,okay,good,0,
WSContam_005ngR5_T28,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,5,T28,11:57,12:02,12:19,18.2,69.78,1.4613,12,L,5,23,okay,good,0,up and down burst
WSContam_005ngR5_T28,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,5,T28,11:57,12:02,12:19,18.2,69.78,1.4613,13,R,0,17,poor,good,0,
WSContam_005ngR5_T28,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,5,T28,11:57,12:02,12:19,18.2,69.78,1.4613,14,L,6,19,okay,good,1,
WSContam_005ngR5_T28,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,5,T28,11:57,12:02,12:19,18.2,69.78,1.4613,15,R,0,8,poor,good,0,writhing not bursting
WSContam_100ngR6_T29,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,6,T29,12:47,12:52,13:09,18.4,64.37,1.7108,1,R,24,25,good,good,0,multiple bursts
WSContam_100ngR6_T29,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,6,T29,12:47,12:52,13:09,18.4,64.37,1.7108,2,L,10,18,good,good,0,
WSContam_100ngR6_T29,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,6,T29,12:47,12:52,13:09,18.4,64.37,1.7108,3,R,24,25,good,good,0,"slowed ~ 14, up and down swimming"
WSContam_100ngR6_T29,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,6,T29,12:47,12:52,13:09,18.4,64.37,1.7108,4,L,14,14,okay,good,0,delayed because hit door
WSContam_100ngR6_T29,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,6,T29,12:47,12:52,13:09,18.4,64.37,1.7108,5,R,13,22,good,good,0,
WSContam_100ngR6_T29,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,6,T29,12:47,12:52,13:09,18.4,64.37,1.7108,6,L,20,24,good,good,0,double burst
WSContam_100ngR6_T29,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,6,T29,12:47,12:52,13:09,18.4,64.37,1.7108,7,R,24,25,good,good,0,
WSContam_100ngR6_T29,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,6,T29,12:47,12:52,13:09,18.4,64.37,1.7108,8,L,19,21,good,good,0,
WSContam_100ngR6_T29,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,6,T29,12:47,12:52,13:09,18.4,64.37,1.7108,9,R,24,25,good,good,0,
WSContam_100ngR6_T29,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,6,T29,12:47,12:52,13:09,18.4,64.37,1.7108,10,L,20,20,good,poor,0,delayed burst
WSContam_100ngR6_T29,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,6,T29,12:47,12:52,13:09,18.4,64.37,1.7108,11,R,12,15,good,good,0,penciled for first time
WSContam_100ngR6_T29,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,6,T29,12:47,12:52,13:09,18.4,64.37,1.7108,12,L,24,25,good,good,0,
WSContam_100ngR6_T29,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,6,T29,12:47,12:52,13:09,18.4,64.37,1.7108,13,R,12,20,good,good,0,
WSContam_100ngR6_T29,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,6,T29,12:47,12:52,13:09,18.4,64.37,1.7108,14,L,24,25,good,good,0,
WSContam_100ngR6_T29,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,6,T29,12:47,12:52,13:09,18.4,64.37,1.7108,15,R,24,25,good,good,0,
WSContam_500ngR6_T30,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,6,T30,13:14,13:19,13:35,18.1,73.3,1.7077,1,R,7,15,good,good,0,swimming up
WSContam_500ngR6_T30,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,6,T30,13:14,13:19,13:35,18.1,73.3,1.7077,2,L,9,19,good,good,0,
WSContam_500ngR6_T30,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,6,T30,13:14,13:19,13:35,18.1,73.3,1.7077,3,R,24,25,good,good,0,"prinched hard, great burst"
WSContam_500ngR6_T30,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,6,T30,13:14,13:19,13:35,18.1,73.3,1.7077,4,L,24,25,good,poor,1,"sped up through tunnel, burst on own"
WSContam_500ngR6_T30,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,6,T30,13:14,13:19,13:35,18.1,73.3,1.7077,5,R,6,18,good,good,1,gilling rapidly in chamber
WSContam_500ngR6_T30,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,6,T30,13:14,13:19,13:35,18.1,73.3,1.7077,6,R,8,10,okay,okay,0,previous burst run but not recorded; tail bruised from dorsal down
WSContam_500ngR6_T30,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,6,T30,13:14,13:19,13:35,18.1,73.3,1.7077,7,L,0,4,poor,good,0,
WSContam_500ngR6_T30,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,6,T30,13:14,13:19,13:35,18.1,73.3,1.7077,8,R,24,25,good,good,0,straight into end chamber
WSContam_500ngR6_T30,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,6,T30,13:14,13:19,13:35,18.1,73.3,1.7077,9,L,24,25,good,good,0,"up from 0-3, down from 3-5, straight to end while speeding up"
WSContam_500ngR6_T30,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,6,T30,13:14,13:19,13:35,18.1,73.3,1.7077,10,R,11,11,good,good,0,tired?
WSContam_500ngR6_T30,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,6,T30,13:14,13:19,13:35,18.1,73.3,1.7077,11,L,22,22,good,good,0,
WSContam_500ngR6_T30,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,6,T30,13:14,13:19,13:35,18.1,73.3,1.7077,12,R,7,12,okay,okay,0,
WSContam_500ngR6_T30,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,6,T30,13:14,13:19,13:35,18.1,73.3,1.7077,13,L,18,18,good,good,0,
WSContam_500ngR6_T30,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,6,T30,13:14,13:19,13:35,18.1,73.3,1.7077,14,R,17,17,good,good,0,"double burst, started up into door, down, then fastest from 5-17"
WSContam_500ngR6_T30,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,6,T30,13:14,13:19,13:35,18.1,73.3,1.7077,15,NA,NA,NA,NA,NA,NA,ran one trial above without recording
WSContam_000ngR6_T31,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,6,T31,13:42,13:47,14:07,18.2,67.2,1.2176,1,L,0,14,poor,good,1,swam into gate
WSContam_000ngR6_T31,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,6,T31,13:42,13:47,14:07,18.2,67.2,1.2176,2,R,4,7,okay,good,0,swam up not out
WSContam_000ngR6_T31,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,6,T31,13:42,13:47,14:07,18.2,67.2,1.2176,3,R,3,6,good,good,0,fast but short
WSContam_000ngR6_T31,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,6,T31,13:42,13:47,14:07,18.2,67.2,1.2176,4,L,4,6,good,good,0,good but short
WSContam_000ngR6_T31,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,6,T31,13:42,13:47,14:07,18.2,67.2,1.2176,5,L,5,7,good,good,0,still swimming up with most bursts
WSContam_000ngR6_T31,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,6,T31,13:42,13:47,14:07,18.2,67.2,1.2176,6,R,5,7,okay,good,0,burst into chamber then out into tunnel
WSContam_000ngR6_T31,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,6,T31,13:42,13:47,14:07,18.2,67.2,1.2176,7,R,5,9,good,good,0,
WSContam_000ngR6_T31,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,6,T31,13:42,13:47,14:07,18.2,67.2,1.2176,8,L,4,6,good,good,0,
WSContam_000ngR6_T31,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,6,T31,13:42,13:47,14:07,18.2,67.2,1.2176,9,L,0,6,poor,okay,0,"pinched again from 5-11, stopped at 11 and not responsive"
WSContam_000ngR6_T31,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,6,T31,13:42,13:47,14:07,18.2,67.2,1.2176,10,R,5,11,good,good,0,3 minute break before this burst
WSContam_000ngR6_T31,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,6,T31,13:42,13:47,14:07,18.2,67.2,1.2176,11,L,2,4,poor,good,0,"pencilled at 4, not responsive"
WSContam_000ngR6_T31,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,6,T31,13:42,13:47,14:07,18.2,67.2,1.2176,12,L,0,7,poor,good,0,"pencilled at 2, not responsive"
WSContam_000ngR6_T31,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,6,T31,13:42,13:47,14:07,18.2,67.2,1.2176,13,R,3,14,okay,good,1,"pinched midway up body, gentler; longer swim"
WSContam_000ngR6_T31,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,6,T31,13:42,13:47,14:07,18.2,67.2,1.2176,14,L,3,7,okay,good,0,
WSContam_000ngR6_T31,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,6,T31,13:42,13:47,14:07,18.2,67.2,1.2176,15,R,0,7,poor,good,0,"LOE in chamber, very little response"
WSContam_005ngR6_T32,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,6,T32,14:11,14:16,14:34,18.1,66.2,1.3558,1,L,5,20,okay,good,2,swimming back into chamber instead of our into tunnel
WSContam_005ngR6_T32,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,6,T32,14:11,14:16,14:34,18.1,66.2,1.3558,2,R,0,11,poor,poor,0,
WSContam_005ngR6_T32,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,6,T32,14:11,14:16,14:34,18.1,66.2,1.3558,3,L,2,10,okay,good,0,penciling at 10
WSContam_005ngR6_T32,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,6,T32,14:11,14:16,14:34,18.1,66.2,1.3558,4,R,0,13,poor,good,0,upside down in chamber
WSContam_005ngR6_T32,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,6,T32,14:11,14:16,14:34,18.1,66.2,1.3558,5,L,3,24,good,good,0,surface swimming to end
WSContam_005ngR6_T32,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,6,T32,14:11,14:16,14:34,18.1,66.2,1.3558,6,R,3,16,good,good,1,not very fast
WSContam_005ngR6_T32,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,6,T32,14:11,14:16,14:34,18.1,66.2,1.3558,7,L,4,20,good,good,0,
WSContam_005ngR6_T32,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,6,T32,14:11,14:16,14:34,18.1,66.2,1.3558,8,R,3,19,good,good,0,
WSContam_005ngR6_T32,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,6,T32,14:11,14:16,14:34,18.1,66.2,1.3558,9,L,4,5,good,good,0,bursting out ofchamber then up
WSContam_005ngR6_T32,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,6,T32,14:11,14:16,14:34,18.1,66.2,1.3558,10,L,3,17,good,good,0,
WSContam_005ngR6_T32,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,6,T32,14:11,14:16,14:34,18.1,66.2,1.3558,11,R,3,18,okay,good,0,
WSContam_005ngR6_T32,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,6,T32,14:11,14:16,14:34,18.1,66.2,1.3558,12,L,2,17,okay,good,0,"stim again at 5, swam to 12, handled from 17"
WSContam_005ngR6_T32,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,6,T32,14:11,14:16,14:34,18.1,66.2,1.3558,13,R,2,16,good,good,0,"up, like nearly all bursts so far"
WSContam_005ngR6_T32,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,6,T32,14:11,14:16,14:34,18.1,66.2,1.3558,14,L,3,16,okay,good,0,"burst up again, fastest 9-15"
WSContam_005ngR6_T32,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,6,T32,14:11,14:16,14:34,18.1,66.2,1.3558,15,R,0,10,poor,good,0,"penciled along tunnel, pinches as he went"
WSContam_500ngR7_T33,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,7,T33,10:39,10:44,11:00,18.4,71.8,1.4224,1,R,5,14,good,good,0,swam from down to up around gate 5; vertical burster
WSContam_500ngR7_T33,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,7,T33,10:39,10:44,11:00,18.4,71.8,1.4224,2,L,0,12,poor,okay,1,burst up then out of chamber
WSContam_500ngR7_T33,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,7,T33,10:39,10:44,11:00,18.4,71.8,1.4224,3,R,7,14,good,good,0,burst down then up at 7; common patternf ro many of our fish
WSContam_500ngR7_T33,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,7,T33,10:39,10:44,11:00,18.4,71.8,1.4224,4,L,5,10,good,good,2,false starts were up; struggling fish
WSContam_500ngR7_T33,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,7,T33,10:39,10:44,11:00,18.4,71.8,1.4224,5,L,6,18,good,good,2,false starts were up
WSContam_500ngR7_T33,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,7,T33,10:39,10:44,11:00,18.4,71.8,1.4224,6,R,5,9,good,good,0,"up from 0-3 down from 3-5, burst ended at 5"
WSContam_500ngR7_T33,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,7,T33,10:39,10:44,11:00,18.4,71.8,1.4224,7,R,8,15,good,good,0,straight along bottom
WSContam_500ngR7_T33,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,7,T33,10:39,10:44,11:00,18.4,71.8,1.4224,8,L,3,13,okay,good,2,
WSContam_500ngR7_T33,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,7,T33,10:39,10:44,11:00,18.4,71.8,1.4224,9,R,5,9,good,good,0,
WSContam_500ngR7_T33,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,7,T33,10:39,10:44,11:00,18.4,71.8,1.4224,10,R,6,1,okay,okay,0,"pinched again at 2, was stuck upside down in chamber before burst"
WSContam_500ngR7_T33,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,7,T33,10:39,10:44,11:00,18.4,71.8,1.4224,11,L,6,13,good,good,0,"proped on side in chamber, missed data on early gates"
WSContam_500ngR7_T33,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,7,T33,10:39,10:44,11:00,18.4,71.8,1.4224,12,R,4,13,okay,good,0,"burst from down to up, swimming vertically, tail red"
WSContam_500ngR7_T33,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,7,T33,10:39,10:44,11:00,18.4,71.8,1.4224,13,L,9,20,good,good,0,burst straight along bottom
WSContam_500ngR7_T33,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,7,T33,10:39,10:44,11:00,18.4,71.8,1.4224,14,R,5,10,good,good,0,
WSContam_500ngR7_T33,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,7,T33,10:39,10:44,11:00,18.4,71.8,1.4224,15,L,3,4,okay,good,0,
WSContam_000ngR7_T34,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000g,7,T34,11:04,11:09,11:28,18.2,76.03,1.8423,1,L,3,16,poor,poor,0,
WSContam_000ngR7_T34,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000g,7,T34,11:04,11:09,11:28,18.2,76.03,1.8423,2,R,0,6,poor,poor,0,missed pinch
WSContam_000ngR7_T34,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000g,7,T34,11:04,11:09,11:28,18.2,76.03,1.8423,3,R,4,12,good,good,1,"proped on back in chamber, swimming up"
WSContam_000ngR7_T34,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000g,7,T34,11:04,11:09,11:28,18.2,76.03,1.8423,4,L,4,11,good,good,0,"fast but short, hard to get out of chamber"
WSContam_000ngR7_T34,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000g,7,T34,11:04,11:09,11:28,18.2,76.03,1.8423,5,R,0,10,poor,poor,0,
WSContam_000ngR7_T34,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000g,7,T34,11:04,11:09,11:28,18.2,76.03,1.8423,6,L,1,5,poor,okay,0,stopped on its side
WSContam_000ngR7_T34,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000g,7,T34,11:04,11:09,11:28,18.2,76.03,1.8423,7,L,1,6,okay,good,0,"swam straight up, pinched again, up again in a backflip"
WSContam_000ngR7_T34,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000g,7,T34,11:04,11:09,11:28,18.2,76.03,1.8423,8,L,2,10,okay,poor,1,"not responsive to stimulus, 2nd burst 6-8 with second pinch"
WSContam_000ngR7_T34,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000g,7,T34,11:04,11:09,11:28,18.2,76.03,1.8423,9,R,0,14,poor,poor,0,missed data @ early gates
WSContam_000ngR7_T34,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000g,7,T34,11:04,11:09,11:28,18.2,76.03,1.8423,10,L,0,3,poor,good,0,straight up - pencilling bursts
WSContam_000ngR7_T34,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000g,7,T34,11:04,11:09,11:28,18.2,76.03,1.8423,11,L,4,14,good,good,0,longer pinch
WSContam_000ngR7_T34,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000g,7,T34,11:04,11:09,11:28,18.2,76.03,1.8423,12,R,0,1,poor,good,1,spiraled up not out
WSContam_000ngR7_T34,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000g,7,T34,11:04,11:09,11:28,18.2,76.03,1.8423,13,R,4,19,good,good,0,burst up
WSContam_000ngR7_T34,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000g,7,T34,11:04,11:09,11:28,18.2,76.03,1.8423,14,L,2,10,okay,good,0,"straight, just not fast"
WSContam_000ngR7_T34,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,0,000g,7,T34,11:04,11:09,11:28,18.2,76.03,1.8423,15,R,0,9,poor,good,0,"3 pinches, no response"
WSContam_100ngR7_T35,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,7,T35,11:32,11:37,11:54,18.1,67.4,1.2099,1,R,13,23,good,good,,
WSContam_100ngR7_T35,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,7,T35,11:32,11:37,11:54,18.1,67.4,1.2099,2,L,12,21,good,good,0,looks like a promising fish!
WSContam_100ngR7_T35,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,7,T35,11:32,11:37,11:54,18.1,67.4,1.2099,3,R,22,24,good,good,0,"fast along bottom, missed middle gates"
WSContam_100ngR7_T35,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,7,T35,11:32,11:37,11:54,18.1,67.4,1.2099,4,L,13,20,good,good,0,
WSContam_100ngR7_T35,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,7,T35,11:32,11:37,11:54,18.1,67.4,1.2099,5,R,12,15,good,good,0,"went up ~13-14, else low"
WSContam_100ngR7_T35,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,7,T35,11:32,11:37,11:54,18.1,67.4,1.2099,6,L,12,16,good,good,0,"went up ~11-15, else straight on bottom"
WSContam_100ngR7_T35,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,7,T35,11:32,11:37,11:54,18.1,67.4,1.2099,7,R,15,10,good,good,0,went up ~12-13
WSContam_100ngR7_T35,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,7,T35,11:32,11:37,11:54,18.1,67.4,1.2099,8,L,10,18,good,good,0,went up ~13-17
WSContam_100ngR7_T35,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,7,T35,11:32,11:37,11:54,18.1,67.4,1.2099,9,R,7,10,okay,poor,0,zig zag burst from 0-5
WSContam_100ngR7_T35,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,7,T35,11:32,11:37,11:54,18.1,67.4,1.2099,10,L,7,12,good,good,0,red tail
WSContam_100ngR7_T35,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,7,T35,11:32,11:37,11:54,18.1,67.4,1.2099,11,R,12,14,good,good,0,getting tired; bursts going up and down more
WSContam_100ngR7_T35,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,7,T35,11:32,11:37,11:54,18.1,67.4,1.2099,12,L,9,14,good,good,0,
WSContam_100ngR7_T35,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,7,T35,11:32,11:37,11:54,18.1,67.4,1.2099,13,R,12,18,good,good,0,
WSContam_100ngR7_T35,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,7,T35,11:32,11:37,11:54,18.1,67.4,1.2099,14,L,24,25,good,good,0,went up ~12-15
WSContam_100ngR7_T35,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,100,100ng,7,T35,11:32,11:37,11:54,18.1,67.4,1.2099,15,R,11,13,good,good,0,
WSContam_500ngR8_T36,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,8,T36,11:57,12:02,12:20,18.1,68.9,1.3403,1,L,5,13,good,good,0,"crashed into side, confused and disoriented"
WSContam_500ngR8_T36,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,8,T36,11:57,12:02,12:20,18.1,68.9,1.3403,2,R,10,25,good,good,0,up and down then straight
WSContam_500ngR8_T36,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,8,T36,11:57,12:02,12:20,18.1,68.9,1.3403,3,L,7,13,okay,okay,0,
WSContam_500ngR8_T36,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,8,T36,11:57,12:02,12:20,18.1,68.9,1.3403,4,R,4,11,okay,good,0,
WSContam_500ngR8_T36,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,8,T36,11:57,12:02,12:20,18.1,68.9,1.3403,5,L,7,15,good,good,0,
WSContam_500ngR8_T36,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,8,T36,11:57,12:02,12:20,18.1,68.9,1.3403,6,R,4,9,good,good,0,
WSContam_500ngR8_T36,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,8,T36,11:57,12:02,12:20,18.1,68.9,1.3403,7,L,7,18,good,good,0,
WSContam_500ngR8_T36,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,8,T36,11:57,12:02,12:20,18.1,68.9,1.3403,8,R,7,20,poor,poor,0,"2nd pinch with head at 3, good short burst"
WSContam_500ngR8_T36,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,8,T36,11:57,12:02,12:20,18.1,68.9,1.3403,9,L,24,25,good,good,0,
WSContam_500ngR8_T36,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,8,T36,11:57,12:02,12:20,18.1,68.9,1.3403,10,R,9,19,good,good,0,
WSContam_500ngR8_T36,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,8,T36,11:57,12:02,12:20,18.1,68.9,1.3403,11,L,14,17,good,good,0,twophse burst; 0-5 and 10-14
WSContam_500ngR8_T36,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,8,T36,11:57,12:02,12:20,18.1,68.9,1.3403,12,R,16,18,good,good,0,
WSContam_500ngR8_T36,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,8,T36,11:57,12:02,12:20,18.1,68.9,1.3403,13,L,3,8,good,good,0,
WSContam_500ngR8_T36,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,8,T36,11:57,12:02,12:20,18.1,68.9,1.3403,14,R,16,16,good,good,0,
WSContam_500ngR8_T36,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,500,500ng,8,T36,11:57,12:02,12:20,18.1,68.9,1.3403,15,L,0,4,okay,poor,1,2nd pinch lead to good burst from 5-10
WSContam_005ngR7_T37,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,7,T37,12:24,12:09,12:46,18.1,67.67,1.4837,1,R,19,25,good,good,0,
WSContam_005ngR7_T37,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,7,T37,12:24,12:09,12:46,18.1,67.67,1.4837,2,L,20,20,good,good,0,2nd pinch in tunnel
WSContam_005ngR7_T37,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,7,T37,12:24,12:09,12:46,18.1,67.67,1.4837,3,R,24,25,good,good,0,"gate 4 broken, 10 seconds extra"
WSContam_005ngR7_T37,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,7,T37,12:24,12:09,12:46,18.1,67.67,1.4837,4,L,4,14,good,good,0,
WSContam_005ngR7_T37,WS,7/18/20,5/28/20,51,"SB, AES",bif,15,5,005ng,7,T37,12:24,12:09,12:46,18.1,67.67,1.4837,5,R,24,25,good,good,0,
